title,category,price,description,colour,url,img_url
Nike Renew Run 4,Women's Road Running Shoes,"Rp1,299,000","When running becomes part of your routine, you need a shoe that'll help keep you comfortable for the long haul. The Nike Renew Run 4 offers an elevated level of cushioning and springy responsiveness that'll have you coming back for more miles tomorrow and the days that follow, excited and looking forward to moving your running journey forward.",Black/White/Citron Pulse/Baltic Blue,https://www.nike.com/id/t/renew-run-4-road-running-shoes-86wr4T/DR2682-005,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/6b382974-b9b4-459f-a8e3-293b0058954d/renew-run-4-road-running-shoes-86wr4T.png
Nike BRSB,Skate Shoes,"Rp1,249,000","A familiar favourite is reborn in the Nike BRSB. Almost every detail, from the colour-blocking to the sawtooth pattern on the sole, was inspired by the original Nike Cortez. But, because this shoe is built for skate, we added extras where they're needed—like the rubber from the sole that wraps up and over the heel and toe for durability. It also wraps the sides, adding an extra layer to high-use areas, like the ollie zone.",Black/Black/White/White,https://www.nike.com/id/t/brsb-skate-shoes-RJF3Ss/DH9227-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/43f02169-9f24-45c7-a7d2-eaad5e0f3eed/brsb-skate-shoes-RJF3Ss.png
Nike Dri-FIT AW84,Trail Running Cap,"Rp338,000",You're off road and deep into adventure with the elements bearing down. Good thing you're wearing our AW84 cap. It's geared for the trail with a lightweight feel that helps keep you covered wherever your running journey takes you.,Olive Flak/Spring Green/Bright Mandarin,https://www.nike.com/id/t/dri-fit-aw84-trail-running-cap-wSWtKw/DR0469-368,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/17c87eec-6e7d-4d1f-b364-4cd56fdbbcaa/dri-fit-aw84-trail-running-cap-wSWtKw.png
Nike Winflo 9,Women's Road Running Shoes,"Rp1,449,000","The Winflo 9 gives you the support you need to match your speed. It has a secure fit that helps keep your foot in place as the miles go by. We added plenty of foam through the midsole, giving you extra pep to every step. Lace up, lock in, win your goals.",Dark Smoke Grey/Olive Grey/Metallic Copper/Metallic Silver,https://www.nike.com/id/t/wio-9-road-running-shoes-RkRGG4/DD8686-005,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/01c36698-3619-46c7-be62-2280fbe50635/wio-9-road-running-shoes-RkRGG4.png
Nike Spark,Women's Shoes,"Rp2,149,000","Put a little spark in your step. These thoughtfully crafted kicks pair luxe comfort with extra stability—without sacrificing style. The dual-foam midsole, pillowy collar and plush tongue keep you cushioned while a sleek design and textured pull tab bring energy to any 'fit.",White/Game Royal/Picante Red/Black,https://www.nike.com/id/t/spark-shoes-zPVQHZ/DJ6945-112,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/f5fd2eb8-359e-4469-9415-78f921e9cf82/spark-shoes-zPVQHZ.png
Nike Winflo 9 Premium,Women's Road Running Shoes,"Rp1,729,000","Featuring a balanced ride to help kick-start your run, the Winflo 9 gives you the support you need to match your speed. It has a secure fit that helps keep your foot in place as the miles go by. We added plenty of foam through the midsole, giving you extra pep to every step. So load up your favourite tunes in this musically themed design, lace up, lock in and win your goals.",Black/White,https://www.nike.com/id/t/wio-9-road-running-shoes-DBJMpM/DR9831-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/96b99742-e3a3-4b82-9866-1fc3481b0d6c/wio-9-road-running-shoes-DBJMpM.png"
Nike Tanjun EasyOn,Women's Shoes,"Rp1,029,000","Forget the hype. The Tanjun EasyOn brings you simplicity at its best. Its hidden EasyOn entry system lets you easily get them on and off—without using your hands. The lightweight, airy design makes it a go-to for daily wear.",Black/Volt/Black/White,https://www.nike.com/id/t/tanjun-easyon-shoes-mplG1H/DV7786-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b857a57d-f5bd-419d-b94c-a58a09f0bf49/tanjun-easyon-shoes-mplG1H.png"
Nike Air Max 97,Women's Shoes,"Rp2,849,000","University Blue makes a comeback in this edition of the bullet train-inspired classics. The revolutionary full-length Max Air unit gives you loving comfort from heel to toe, while pops of gold add a premium look to these varsity-level kicks.",Sail/Pale Ivory/Light Bone/University Blue,https://www.nike.com/id/t/air-max-97-shoes-nb6kwX/FN7492-133,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6670f5bc-c965-4e70-aeb7-f8a6622ba3ab/air-max-97-shoes-nb6kwX.png"
Nike Rival Multi,Athletics Multi-Event Spikes,"Rp748,000","The Zoom Rival can endure those gritty, long training sessions during the season and still help you flourish on meet day with its additional heel cushion and lightweight, durable upper. Still figuring out which events suit you best? These versatile spikes have you covered for sprints, hurdle events, jumps and pole vault. Lace up and dominate.",Hyper Pink/Laser Orange/Black,https://www.nike.com/id/t/rival-multi-athletics-multi-event-spikes-CNQGd9/DC8749-600,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/1bee7cd5-0b1d-480a-a9bd-4c612d8b9538/rival-multi-athletics-multi-event-spikes-CNQGd9.png"
NikeCourt Air Zoom Vapor Pro 2,Women's Hard Court Tennis Shoes,"Rp1,909,000","For the rally that won't relent or the marathon match that must end in your favour, go with the Vapor Pro 2. We brought back all the elements you enjoyed in the original Pro: the low-to-the-ground design and the springy Zoom Air cushioning that helps you break from baseline to baseline, with that familiar Vapor comfort that helps keep you fresh on unforgiving surfaces.",White/Kelly Green,https://www.nike.com/id/t/nikecourt-air-zoom-vapor-pro-2-hard-court-tennis-shoes-M9c7Rs/DR6192-102,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/b1c01c02-cf25-4cb9-8d7c-f457879de085/nikecourt-air-zoom-vapor-pro-2-hard-court-tennis-shoes-M9c7Rs.png
Nike SuperRep Go 3 Next Nature Flyknit Premium,Women's HIIT Class Shoes,"Rp1,729,000","Power through each rep with a redesigned look that brings support and stability to your every move. It's lighter than previous versions, so you can pick up the pace during circuit training and HIIT. With flexibility underfoot, it keeps you ready for every lunge, step and jump. It's easier to wear with super-stretchy Flyknit fabric (with a soft collar that sculpts your ankle). A contemporary floral look creates a sense of renewal and growth on this laid-back summertime-vibe design.",Platinum Tint/Light Silver/Light Smoke Grey/White,https://www.nike.com/id/t/superrep-go-3-next-nature-flyknit-hiit-class-shoes-lFd0wS/FB8059-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/d2ea35df-c39c-417a-84d1-b4ea6ceefb14/superrep-go-3-next-nature-flyknit-hiit-class-shoes-lFd0wS.png"
Nike Air Adjust Force 2023,Women's Shoes,"Rp2,268,000","Coming in hot and ready for the season, the clandestine hoops shoe you've longed to see back on the streets is finally ready to refresh your outfit. Sleek leather and embroidered accents bring a sporty mystique, while metallic finishes and a sculpted midsole let you step into the future. Oh, and we kept the removable midfoot strap that made this look legendary—and added another one so you can personalise your look.",Black/Sand Drift/Vivid Purple/Multi-Colour,https://www.nike.com/id/t/air-adjust-force-2023-shoes-MCs9kL/DV7409-001,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max 97,Women's Shoes,"Rp2,849,000",Push your style full speed ahead with the Air Max 97. Its iconic design takes inspiration from water droplets and Japanese bullet trains. Full-length Nike Air cushioning lets you ride in performance comfort. Lace up and ride first class.,Metallic Gold/Black/White/Varsity Red,https://www.nike.com/id/t/air-max-97-shoes-5Jh3nq/DQ9131-700,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Jumpman Two Trey,Men's Shoes,"Rp2,329,000","Like ""Two Trey"" on MJ's licence plate, let your presence be known. This new generation of Jordan celebrates Mike's time in Chicago, complete with high-quality leather uppers and Air cushioned soles. Made as an homage to the on-court styles worn during his championship years, the Two Trey's midsole design references both the AJ11 and the AJ12.",White/Gym Red/Black,https://www.nike.com/id/t/jumpman-two-trey-shoes-rhmBzG/DO1925-106,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/fb4da480-42e2-4daa-b75c-dc88e719e9e4/jumpman-two-trey-shoes-rhmBzG.png
Nike Air Max Koko,Women's Sandals (22–29cm),"Rp1,429,000","Heat up the streets in the Nike Air Max Koko Sandal. Designed for women, this pinnacle platform height sandal adds a splash of colourful Air in the heel. The thick, layered foam midsole provides a smooth and flexible ride. Premium details on the upper add texture and dimension to elevate your look.",White/Metallic Platinum/Photon Dust,https://www.nike.com/id/t/air-max-koko-sandal-ktWc9N/CI8798-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/6760d20e-f7a4-4e08-acae-0ec877ed54f0/air-max-koko-sandal-ktWc9N.png
Nike Zoom Mercurial Vapor 15 Elite FG By You,Custom Firm-Ground Football Boot,"Rp4,369,000","Put the football world on notice with this custom Vapor 15 Elite. Express your creative side with a wide array of vibrant, eye-catching colours that reflect your distinct, brash style. With special design details like flamboyant colour options to nods to the game's biggest global event to personalised messages, there's no limit to your creativity on or off the pitch. Now loaded with a Nike Air Zoom unit in the heel, you can put the pedal down in the waning minutes of a match—when it matters most. Fast is in the AIR.",Multi-Colour/Multi-Colour,https://www.nike.com/id/u/custom-nike-zoom-mercurial-vapor-15-elite-by-you-10001354/7932657889,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/a20e07d6-23cd-4e9f-9b02-c930532bc0a5/custom-nike-zoom-mercurial-vapor-15-elite-by-you.png"
Nike Mercurial Vapor 15 Academy,Indoor Court Football Shoes,"Rp1,279,000","The pitch is yours when you lace up in the Vapor 15 Academy IC. It's loaded with a Zoom Air unit and flexible NikeSkin up top for exceptional touch, so you can dominate in the waning minutes of a match—when it matters most. Fast is in the Air.",Pink Blast/Gridiron/Volt,https://www.nike.com/id/t/mercurial-vapor-15-academy-indoor-court-football-shoes-kjqhHM/DJ5633-605,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/4a79b126-657d-404f-afeb-1a2c0361b1b3/mercurial-vapor-15-academy-indoor-court-football-shoes-kjqhHM.png"
Air Jordan 1 Mid SE,Men's Shoes,"Rp2,129,000","Get into some summery fun in your new fave AJ1s. Made with a combination of suede and canvas, this pair gives you the comfort you know and love with a seasonal update.",Chutney/Lucky Green/Hot Punch/Celestial Gold,https://www.nike.com/id/t/air-jordan-1-mid-se-shoes-p48zQ5/DX4332-700,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/650de059-d5d8-4372-8e07-072b3040ba69/air-jordan-1-mid-se-shoes-p48zQ5.png"
Nike Blazer Low '77,Men's Shoes,"Rp1,499,000","Praised by the streets for its simplicity and comfort, the Blazer returns with its classic hoops style. The two-tone accents on the Swoosh logos and outsole give it a new twist, while durable leather and suede accents make this a wardrobe staple.",Summit White/Black/Summit White/Light Silver,https://www.nike.com/id/t/blazer-low-77-shoes-FW01p3/DZ2544-100,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/fff3eb8d-8912-42a2-8d92-e7129385cb5d/blazer-low-77-shoes-FW01p3.png"
Nike Pegasus FlyEase SE,Men's Easy On/Off Road Running Shoes,"Rp1,909,000","Let the Pegasus FlyEase help you ascend to new heights. Designed to offer a balanced and energised ride for every run, they provide a supportive sensation that helps your foot feel contained. Plus, Nike FlyEase technology acts as a strap, helping secure your fit and making these easy to get on and off. Zoom Air units in the forefoot and heel help add a pop to your stride as you transition from heel to toe. Sharp, bright hues complement dark-room-colour neutrals, speaking to an inclusive world where digital and physical coexist in harmony.",Black/Green Abyss/Ashen Slate/Baltic Blue,https://www.nike.com/id/t/pegasus-flyease-se-easy-on-off-road-running-shoes-sQlc76/FB7181-001,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Air Max 97 SE,Men's Shoes,"Rp2,128,000","Find out what moves you in the Nike Air Max 97. Our iconic design, originally inspired by Japanese bullet trains, now tells a playful story rooted in our history of moving people. The textile upper, hemp accents and snail-trail stitching nod to our fictional ""NIKE MOVING CO."". And to top it off on the bottom, visible Nike Air cushioning lets you ride in first-class comfort. So, where next?",Hemp/Ale Brown/White/Stadium Green,https://www.nike.com/id/t/air-max-97-se-shoes-rjm3vj/DV2621-200,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/6a5babbd-d626-4174-a5c2-ce813a780ef7/air-max-97-se-shoes-rjm3vj.png"
Air Jordan 1 Zoom CMFT 2,Men's Shoes,"Rp2,249,000","Premium suede and Jordan Brand's signature Formula 23 foam come together to give you an extra luxurious (and extra cosy) AJ1. You don't need to play ""either or"" when it comes to choosing style or comfort with this one—which is nice, 'cause you deserve both.",Light Orewood Brown/Sail/Celestial Gold/Bright Citrus,https://www.nike.com/id/t/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx/DV1307-180,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/2e317d2d-d164-46a8-b0dc-ea3e5a43e490/air-jordan-1-zoom-cmft-2-shoes-nX8Qqx.png
Nike Vaporfly 3,Men's Road Racing Shoes,"Rp3,399,000","Catch 'em if you can. Giving you race-day speed to conquer any distance, the Nike Vaporfly 3 is made for the chasers, the racers and the elevated pacers who can't turn down the thrill of the pursuit. We reworked the leader of the super shoe pack and tuned the engine underneath to help you chase personal bests from a 10K to marathon. From elite runners to those new to racing, this versatile road-racing workhorse is for those who see speed as a gateway to more miles and more seemingly uncatchable highs.",Hyper Pink/Laser Orange/Black,https://www.nike.com/id/t/vaporfly-3-road-racing-shoes-xsDgvM/DV4129-600,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/5fc3980b-c562-4463-9da4-6b7efd2dee59/vaporfly-3-road-racing-shoes-xsDgvM.png
Nike Zoom Mercurial Vapor 15 Elite XXV FG,Firm-Ground Football Boot,"Rp3,889,000","Celebrate the 25th anniversary of 1 of our fastest boots ever created with the Vapor 15 Elite XXV. Iconic colours synonymous with the Mercurial complement hints of its decorated history. The stunning chrome effect puts even more electricity into these lightning bolts loaded with Zoom Air, which begs the question: What moments will you etch into our memories over the next 25 years?",Metallic Silver/Black/Volt,https://www.nike.com/id/t/zoom-mercurial-vapor-15-elite-xxv-fg-football-boot-n1lGzM/FB8395-060,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
